,Date,Price,Open,High,Low,Volume,Change(%)
1032,13 Aug 2020,2254.45,2273.00,2300.00,2250.50,2695682,-0.13%
1033,12 Aug 2020,2257.35,2288.35,2296.40,2246.55,3415766,-0.99%
1034,11 Aug 2020,2279.90,2283.00,2312.00,2275.60,2774509,-0.13%
1035,10 Aug 2020,2282.80,2318.00,2325.00,2276.05,2929385,-0.55%
1036,07 Aug 2020,2295.35,2308.00,2328.00,2287.00,3165495,-0.55%
1037,06 Aug 2020,2308.10,2275.00,2319.50,2265.35,4748348,2.15%
1038,05 Aug 2020,2259.50,2260.00,2300.00,2253.00,3800641,0.44%
1039,04 Aug 2020,2249.70,2259.95,2269.65,2225.05,2927953,-0.20%
1040,03 Aug 2020,2254.15,2290.45,2303.85,2230.70,4012445,-1.19%
1041,31 Jul 2020,2281.40,2303.15,2334.80,2257.45,4723290,0.08%
1042,30 Jul 2020,2279.50,2285.90,2358.00,2272.25,7098913,0.15%
1043,29 Jul 2020,2276.05,2292.00,2342.00,2246.05,6090440,-1.46%
1044,28 Jul 2020,2309.75,2215.00,2320.00,2215.00,8092458,4.67%
1045,27 Jul 2020,2206.80,2165.00,2215.00,2163.50,4248837,2.29%
1046,24 Jul 2020,2157.40,2154.50,2163.00,2125.10,3665123,-0.64%
1047,23 Jul 2020,2171.20,2190.95,2190.95,2163.00,2265791,-0.90%
1048,22 Jul 2020,2190.95,2231.00,2231.00,2184.20,2861698,-1.53%
1049,21 Jul 2020,2225.05,2230.00,2238.65,2201.15,2665386,0.78%
1050,20 Jul 2020,2207.90,2201.00,2226.90,2190.80,2952719,0.32%
1051,17 Jul 2020,2200.75,2237.00,2243.90,2190.05,4509143,-1.52%
1052,16 Jul 2020,2234.75,2244.00,2333.00,2220.10,8582120,0.04%
1053,15 Jul 2020,2233.90,2185.00,2260.00,2181.10,5569322,2.85%
1054,14 Jul 2020,2171.95,2210.00,2239.00,2165.00,2976749,-2.16%
1055,13 Jul 2020,2220.00,2220.00,2244.95,2210.00,2963525,-0.11%
1056,10 Jul 2020,2222.35,2205.25,2249.85,2176.00,9610327,0.82%
1057,09 Jul 2020,2204.35,2229.00,2244.50,2191.05,3443998,-0.66%
1058,08 Jul 2020,2218.90,2270.00,2274.40,2207.60,2793674,-2.25%
1059,07 Jul 2020,2269.90,2275.00,2302.70,2232.15,5630081,0.30%
1060,06 Jul 2020,2263.20,2205.00,2269.90,2205.00,5190366,2.89%
1061,03 Jul 2020,2199.65,2163.65,2205.00,2160.25,4185215,1.97%
1062,02 Jul 2020,2157.15,2102.00,2165.00,2098.00,3758709,3.11%
1063,01 Jul 2020,2092.05,2079.70,2113.95,2079.50,2503466,0.48%
1064,30 Jun 2020,2082.15,2100.00,2111.90,2075.05,3071877,-0.93%
1065,29 Jun 2020,2101.65,2108.00,2127.60,2091.30,3076344,-0.81%
1066,26 Jun 2020,2118.85,2025.00,2132.00,2019.95,6300912,5.10%
1067,25 Jun 2020,2016.10,2035.00,2060.00,2009.25,3044089,-1.28%
1068,24 Jun 2020,2042.20,2034.00,2064.25,2031.60,2560951,0.34%
1069,23 Jun 2020,2035.30,2027.00,2044.00,2010.00,4206122,0.36%
1070,22 Jun 2020,2027.95,2050.00,2052.25,2019.15,3196138,-0.81%
1071,19 Jun 2020,2044.60,2042.00,2090.00,2032.00,5681784,0.32%
1072,18 Jun 2020,2038.10,2045.00,2059.20,2025.20,1944471,-0.47%
1073,17 Jun 2020,2047.80,2046.00,2058.85,2026.55,2703546,0.10%
1074,16 Jun 2020,2045.80,2065.00,2073.95,2031.00,2146528,0.78%
1075,15 Jun 2020,2029.90,2039.10,2059.00,2000.95,2399028,-0.47%
1076,12 Jun 2020,2039.50,2011.20,2049.20,2011.00,2842757,-1.36%
1077,11 Jun 2020,2067.65,2100.00,2105.00,2061.80,2269569,-1.95%
1078,10 Jun 2020,2108.75,2077.05,2132.00,2073.50,5168494,1.77%
1079,09 Jun 2020,2072.05,2063.10,2095.50,2060.25,2910152,0.01%
1080,08 Jun 2020,2071.75,2078.25,2095.00,2062.10,2957841,1.15%
1081,05 Jun 2020,2048.25,2091.60,2098.00,2040.30,3573299,-2.07%
1082,04 Jun 2020,2091.55,2046.75,2100.00,2046.75,4048593,2.22%
1083,03 Jun 2020,2046.15,2051.85,2063.75,2020.00,3699799,-0.05%
1084,02 Jun 2020,2047.15,2060.20,2081.00,2040.05,2443886,0.09%
1085,01 Jun 2020,2045.25,1990.00,2060.00,1981.10,3747850,3.70%
1086,29 May 2020,1972.35,1982.00,2002.65,1962.40,7237765,-1.59%
1087,28 May 2020,2004.30,1988.50,2014.00,1971.30,3475788,-0.05%
1088,27 May 2020,2005.30,1959.00,2010.00,1941.25,3482185,3.21%
1089,26 May 2020,1943.00,2015.00,2024.00,1925.00,4575512,-3.83%
1090,22 May 2020,2020.35,1977.10,2032.00,1961.25,3663422,1.46%
1091,21 May 2020,1991.20,1946.00,1998.00,1941.15,3400925,1.92%
1092,20 May 2020,1953.60,1950.00,1962.90,1931.70,2778505,0.25%
1093,19 May 2020,1948.65,1903.00,1966.45,1903.00,3198699,0.16%
1094,18 May 2020,1945.60,1907.00,1952.95,1872.10,3727896,2.78%
1095,15 May 2020,1892.90,1916.00,1917.40,1865.20,3173682,-0.50%
1096,14 May 2020,1902.35,1910.00,1923.10,1891.10,2263204,-2.43%
1097,13 May 2020,1949.65,1994.00,1994.00,1925.65,2656665,0.01%
1098,12 May 2020,1949.50,1933.40,1956.50,1910.25,3256630,0.73%
1099,11 May 2020,1935.30,1909.00,1951.40,1909.00,2449846,2.21%
1100,08 May 2020,1893.40,1939.10,1939.50,1886.25,2686536,0.09%
1101,07 May 2020,1891.65,1910.00,1934.45,1883.35,3166784,-0.63%
1102,06 May 2020,1903.60,1939.80,1953.70,1893.60,3517432,-1.51%
1103,05 May 2020,1932.75,1955.10,1977.00,1927.00,2905541,0.12%
1104,04 May 2020,1930.45,1966.00,1966.00,1913.65,3729409,-4.17%
1105,30 Apr 2020,2014.45,1980.00,2032.00,1942.20,5915950,5.71%
1106,29 Apr 2020,1905.65,1874.00,1912.55,1850.05,4241579,2.51%
1107,28 Apr 2020,1859.05,1865.00,1868.00,1832.60,2678512,1.22%
1108,27 Apr 2020,1836.60,1832.30,1875.00,1825.00,3374747,0.99%
1109,24 Apr 2020,1818.55,1840.70,1851.95,1807.80,2987150,-3.18%
1110,23 Apr 2020,1878.25,1780.00,1900.00,1760.85,5934424,6.15%
1111,22 Apr 2020,1769.50,1737.65,1790.00,1719.15,3829839,1.83%
1112,21 Apr 2020,1737.65,1765.00,1794.60,1727.70,5122606,-4.45%
1113,20 Apr 2020,1818.65,1830.00,1830.00,1802.50,3244293,0.69%
1114,17 Apr 2020,1806.20,1800.00,1851.95,1753.00,9895825,5.25%
1115,16 Apr 2020,1716.05,1709.95,1764.90,1675.05,6245583,-1.10%
1116,15 Apr 2020,1735.15,1785.00,1812.00,1727.80,4761401,-1.37%
1117,13 Apr 2020,1759.25,1761.00,1787.00,1746.00,2990478,-0.39%
1118,09 Apr 2020,1766.15,1750.45,1778.80,1731.20,5307649,3.56%
1119,08 Apr 2020,1705.45,1760.00,1806.00,1701.00,6285616,-3.93%
1120,07 Apr 2020,1775.20,1710.00,1785.85,1705.00,5427965,7.31%
1121,03 Apr 2020,1654.20,1740.00,1740.00,1650.00,5735529,-3.19%
1122,01 Apr 2020,1708.75,1825.90,1834.75,1702.00,4941898,-6.43%
1123,31 Mar 2020,1826.10,1837.40,1855.00,1780.00,3927593,2.68%
1124,30 Mar 2020,1778.50,1766.00,1905.00,1763.55,8513608,-2.52%
1125,27 Mar 2020,1824.50,1820.00,1850.00,1750.40,4331310,1.87%
1126,26 Mar 2020,1790.95,1831.60,1832.05,1722.55,4556071,2.32%
1127,25 Mar 2020,1750.30,1700.00,1810.00,1680.00,2765527,2.77%
1128,24 Mar 2020,1703.15,1653.05,1770.00,1632.85,6354209,2.00%
1129,23 Mar 2020,1669.70,1620.00,1750.00,1617.75,7003558,-7.11%
1130,20 Mar 2020,1797.45,1630.00,1869.00,1627.00,8547645,9.85%
1131,19 Mar 2020,1636.35,1559.70,1685.45,1546.75,5135162,-1.09%
1132,18 Mar 2020,1654.40,1676.80,1713.55,1627.75,7259111,-0.22%
1133,17 Mar 2020,1658.00,1730.00,1731.00,1623.15,5713269,-2.26%
1134,16 Mar 2020,1696.40,1755.00,1842.25,1675.85,7844420,-6.08%
1135,13 Mar 2020,1806.30,1687.90,1820.00,1506.05,8029725,2.06%
1136,12 Mar 2020,1769.85,1904.00,1908.40,1758.35,8728972,-9.41%
1137,11 Mar 2020,1953.70,1933.00,1987.30,1920.00,6796752,-0.95%
1138,09 Mar 2020,1972.35,2075.00,2079.90,1935.00,4940982,-6.81%
1139,06 Mar 2020,2116.45,2098.00,2123.65,2071.60,2595027,-0.40%
1140,05 Mar 2020,2125.05,2085.70,2147.75,2084.05,3937056,2.01%
1141,04 Mar 2020,2083.20,2056.00,2094.45,2025.00,3237002,2.31%
1142,03 Mar 2020,2036.20,2020.00,2060.00,2012.00,2757585,1.74%
1143,02 Mar 2020,2001.30,2035.00,2053.95,1985.70,2667076,0.06%
1144,28 Feb 2020,2000.15,2068.00,2069.50,1990.00,4298076,-5.00%
1145,27 Feb 2020,2105.50,2119.95,2119.95,2086.20,2349001,-0.85%
1146,26 Feb 2020,2123.60,2154.00,2163.90,2112.95,2686842,-1.51%
1147,25 Feb 2020,2156.15,2115.50,2176.65,2111.00,2674567,1.93%
1148,24 Feb 2020,2115.35,2156.00,2178.95,2106.70,3092877,-1.92%
1149,20 Feb 2020,2156.80,2204.50,2214.40,2151.25,2317278,-1.80%
1150,19 Feb 2020,2196.35,2215.75,2230.00,2190.50,1760463,-0.88%
1151,18 Feb 2020,2215.75,2199.95,2221.00,2186.05,2486223,0.57%
1152,17 Feb 2020,2203.25,2196.95,2217.00,2190.20,1774724,0.87%
1153,14 Feb 2020,2184.20,2188.00,2212.00,2171.00,1500115,-0.35%
1154,13 Feb 2020,2191.95,2172.95,2197.00,2171.00,1645948,0.98%
1155,12 Feb 2020,2170.75,2151.10,2185.00,2150.00,1620407,0.81%
1156,11 Feb 2020,2153.40,2163.00,2174.80,2147.60,1335820,-0.40%
1157,10 Feb 2020,2161.95,2140.90,2167.00,2119.00,2383032,1.19%
1158,07 Feb 2020,2136.55,2139.00,2151.00,2119.00,2083442,0.39%
1159,06 Feb 2020,2128.35,2145.00,2174.20,2115.50,2640065,-0.85%
1160,05 Feb 2020,2146.55,2115.00,2156.70,2104.30,2439322,1.84%
1161,04 Feb 2020,2107.75,2129.00,2136.70,2086.60,3509339,0.25%
1162,03 Feb 2020,2102.50,2152.00,2194.70,2093.20,4728073,-2.88%
1163,01 Feb 2020,2164.85,2079.50,2180.70,2063.60,3319716,4.13%
1164,31 Jan 2020,2079.05,2139.40,2144.35,2071.60,3287223,-2.75%
1165,30 Jan 2020,2137.85,2160.00,2165.00,2125.00,2098567,-0.78%
1166,29 Jan 2020,2154.60,2185.00,2186.95,2150.00,2306761,-1.33%
1167,28 Jan 2020,2183.75,2174.00,2187.80,2152.00,1743024,0.67%
1168,27 Jan 2020,2169.25,2189.70,2193.45,2165.00,1549101,-0.65%
1169,24 Jan 2020,2183.40,2190.95,2190.95,2170.00,1319430,-0.34%
1170,23 Jan 2020,2190.95,2209.80,2217.75,2183.70,2069866,-0.72%
1171,22 Jan 2020,2206.90,2181.00,2210.00,2173.70,1773686,1.65%
1172,21 Jan 2020,2171.05,2169.95,2186.55,2158.05,1902980,0.03%
1173,20 Jan 2020,2170.35,2194.90,2242.20,2156.20,5817599,-2.20%
1174,17 Jan 2020,2219.10,2240.75,2253.55,2213.00,3281059,-0.88%
1175,16 Jan 2020,2238.80,2226.95,2249.00,2215.00,3117214,0.53%
1176,15 Jan 2020,2226.90,2213.00,2231.00,2194.20,2620681,0.91%
1177,14 Jan 2020,2206.90,2195.00,2229.80,2195.00,2948452,0.76%
1178,13 Jan 2020,2190.35,2217.85,2218.95,2184.70,2843893,-1.05%
1179,10 Jan 2020,2213.55,2228.00,2234.00,2208.00,1915807,-0.04%
1180,09 Jan 2020,2214.35,2248.75,2251.95,2210.00,3734173,-1.81%
1181,08 Jan 2020,2255.25,2205.00,2260.00,2202.05,5197454,2.24%
1182,07 Jan 2020,2205.85,2200.50,2214.65,2183.80,2429317,0.25%
1183,06 Jan 2020,2200.45,2205.00,2225.95,2187.90,3023209,-0.01%
1184,03 Jan 2020,2200.65,2164.00,2223.00,2164.00,4655761,1.99%
1185,02 Jan 2020,2157.65,2179.95,2179.95,2149.20,2380752,-0.46%
1186,01 Jan 2020,2167.60,2168.00,2183.90,2154.00,1354908,0.27%
1187,31 Dec 2019,2161.70,2189.00,2197.00,2157.45,1909289,-0.98%
1188,30 Dec 2019,2183.20,2207.00,2225.00,2177.10,2288830,-0.70%
1189,27 Dec 2019,2198.50,2208.00,2226.40,2176.00,2720261,-0.16%
1190,26 Dec 2019,2201.95,2216.40,2229.00,2195.20,1880367,-0.62%
1191,24 Dec 2019,2215.60,2239.00,2243.55,2211.15,1805896,-0.72%
1192,23 Dec 2019,2231.70,2210.00,2241.95,2210.00,2247329,0.40%
1193,20 Dec 2019,2222.90,2220.00,2246.70,2208.25,5548338,-0.28%
1194,19 Dec 2019,2229.05,2179.80,2236.50,2167.55,6251505,2.83%
1195,18 Dec 2019,2167.75,2174.00,2203.45,2153.00,8251081,0.13%
1196,17 Dec 2019,2164.95,2126.50,2169.00,2119.00,6059673,1.80%
1197,16 Dec 2019,2126.75,2096.00,2136.00,2080.30,5574177,2.68%
1198,13 Dec 2019,2071.25,2023.00,2077.40,2007.00,5711133,2.49%
1199,12 Dec 2019,2020.90,2051.10,2083.65,1984.00,7137306,-1.03%
1200,11 Dec 2019,2041.90,2025.40,2048.00,2006.75,4943024,1.44%
1201,10 Dec 2019,2012.85,2060.00,2060.85,2003.25,4520045,-2.31%
1202,09 Dec 2019,2060.45,2127.95,2127.95,2053.50,2244747,-2.97%
1203,06 Dec 2019,2123.60,2124.00,2128.00,2101.00,1829461,0.11%
1204,05 Dec 2019,2121.30,2083.00,2126.80,2068.35,3902721,2.06%
1205,04 Dec 2019,2078.50,2053.00,2082.00,2045.50,3334301,1.34%
1206,03 Dec 2019,2051.00,2027.70,2062.00,2010.00,4664774,1.48%
1207,02 Dec 2019,2021.05,2060.00,2067.70,2016.00,3809860,-1.57%
1208,29 Nov 2019,2053.25,2085.00,2085.00,2045.80,2064271,-1.16%
1209,28 Nov 2019,2077.35,2067.05,2094.40,2060.00,2924429,1.12%
1210,27 Nov 2019,2054.30,2052.00,2071.70,2046.55,2907521,0.37%
1211,26 Nov 2019,2046.65,2089.85,2097.90,2035.05,6561580,-1.67%
1212,25 Nov 2019,2081.50,2074.55,2084.95,2052.20,2737010,0.47%
1213,22 Nov 2019,2071.70,2097.00,2107.00,2060.50,3742049,-2.19%
1214,21 Nov 2019,2118.10,2112.00,2126.60,2107.40,2052574,0.45%
1215,20 Nov 2019,2108.55,2121.95,2135.00,2094.50,2894129,-0.01%
1216,19 Nov 2019,2108.80,2153.00,2154.65,2105.00,2975313,-2.03%
1217,18 Nov 2019,2152.60,2178.40,2187.75,2148.75,1611089,-1.00%
1218,15 Nov 2019,2174.45,2196.00,2211.50,2168.75,2724180,-1.02%
1219,14 Nov 2019,2196.80,2187.50,2200.00,2146.70,2995915,0.84%
1220,13 Nov 2019,2178.60,2118.00,2183.80,2118.00,3823365,3.70%
1221,11 Nov 2019,2100.95,2135.00,2139.00,2091.00,2983768,-1.36%
1222,08 Nov 2019,2129.95,2189.60,2189.60,2124.00,2788759,-2.54%
1223,07 Nov 2019,2185.35,2204.50,2204.50,2175.20,1915598,-0.14%
1224,06 Nov 2019,2188.50,2200.00,2210.80,2179.00,2540719,-0.61%
1225,05 Nov 2019,2201.85,2197.00,2211.00,2169.00,2693475,0.36%
1226,04 Nov 2019,2193.95,2207.00,2229.20,2180.90,2646411,-0.32%
1227,01 Nov 2019,2200.90,2264.00,2275.00,2195.00,4172620,-3.03%
1228,31 Oct 2019,2269.65,2250.00,2284.95,2237.00,4879261,0.75%
1229,30 Oct 2019,2252.80,2225.00,2260.00,2176.85,5195136,2.64%
1230,29 Oct 2019,2194.85,2121.50,2201.70,2121.50,5064173,3.74%
1231,27 Oct 2019,2115.70,2129.00,2129.00,2108.80,224421,-0.44%
1232,25 Oct 2019,2124.95,2094.00,2130.00,2075.05,3954245,2.06%
1233,24 Oct 2019,2082.00,2084.00,2099.00,2061.30,2798671,0.57%
1234,23 Oct 2019,2070.10,2060.00,2083.85,2052.50,2348134,0.91%
1235,22 Oct 2019,2051.40,2080.00,2111.50,2040.05,5552505,-0.29%
1236,18 Oct 2019,2057.35,2037.50,2063.90,2025.00,3087901,1.30%
1237,17 Oct 2019,2030.95,2014.00,2038.00,1999.30,3818774,-0.75%
1238,16 Oct 2019,2046.40,2038.00,2056.00,2016.00,3034082,0.45%
1239,15 Oct 2019,2037.30,2032.00,2047.00,2022.70,2261310,0.81%
1240,14 Oct 2019,2021.00,1995.00,2032.75,1968.00,3510704,1.72%
